bird,filename,RAlesion,PNN_remov,song_when,intro_notes,harm_stacks,FM_sweeps,other,song_length
Green27,G27_42390.29895540_1_21_8_18_15.wav,0,2,day 90,2,0,3,2,
Green27,G27_42390.30197226_1_21_8_23_17.wav,0,2,day 90,7,0,0,2,
G29,G29_42298.26479586_10_21_7_21_19.wav,1,2,prelesion,3,5,13,7,
G29,G29_42298.26491970_10_21_7_21_31.wav,1,2,prelesion,1,5,14,8,
G29,G29_42298.26504232_10_21_7_21_44.wav,1,2,prelesion,2,4,12,5,
G29,G29_42298.26636833_10_21_7_23_56.wav,1,2,prelesion,2,4,16,6,
G29,G29_42298.26869001_10_21_7_27_49_song1.wav,1,2,prelesion,2,2,10,3,
G29,G29_42324.27303105_11_16_7_35_3.wav,1,2,preinjection,1,3,2,7,
G29,G29_42324.27413302_11_16_7_36_53.wav,1,2,preinjection,1,5,3,9,
G29,G29_42324.28388398_11_16_7_53_8.wav,1,2,preinjection,2,11,6,10,
G29,G29_42324.28399106_11_16_7_53_19.wav,1,2,preinjection,0,8,9,8,
G29,G29_42324.28410383_11_16_7_53_30.wav,1,2,preinjection,0,7,4,8,
G29,G29_42418.30705114_2_18_8_31_45.wav,1,2,day 90,3,11,9,0,
G29,G29_42418.30723685_2_18_8_32_3.wav,1,2,day 90,2,8,6,0,
G29,G29_42418.30941163_2_18_8_35_41.wav,1,2,day 90,3,6,6,1,
G29,G29_42418.30947075_2_18_8_35_47_song1.wav,1,2,day 90,0,4,8,2,
G29,G29_42418.30947075_2_18_8_35_47_song2.wav,1,2,day 90,0,8,12,2,
G26,Green26_42280.34484394_10_3_9_34_44.wav,0,3,prelesion,4,4,5,4,
G26,Green26_42280.34499247_10_3_9_34_59.wav,0,3,prelesion,1,4,7,1,
G26,Green26_42280.34508075_10_3_9_35_8_song1.wav,0,3,prelesion,3,4,7,1,
G26,Green26_42280.34508075_10_3_9_35_8_song2.wav,0,3,prelesion,1,4,7,1,
G26,Green26_42280.34520337_10_3_9_35_20.wav,0,3,prelesion,3,7,9,2,
G26,Green26_42304.26872136_10_27_7_27_52_song1.wav,0,3,preinjection,3,6,8,5,
G26,Green26_42304.26872136_10_27_7_27_52_song2.wav,0,3,preinjection,2,4,7,1,
G26,Green26_42304.26942445_10_27_7_29_2.wav,0,3,preinjection,3,8,12,6,
G26,Green26_42304.26949373_10_27_7_29_9.wav,0,3,preinjection,2,6,8,4,
G26,Green26_42304.27141484_10_27_7_32_21.wav,0,3,preinjection,4,8,7,8,
G26,G26_42395.27515126_1_26_7_38_35.wav,0,3,day 90,6,4,7,2,
G26,G26_42395.29318849_1_26_8_8_38.wav,0,3,day 90,7,4,5,2,
G26,G26_42395.29333376_1_26_8_8_53.wav,0,3,day 90,5,2,2,1,
G26,G26_42395.29364239_1_26_8_9_24.wav,0,3,day 90,3,4,5,4,
G26,G26_42395.29380706_1_26_8_9_40.wav,0,3,day 90,5,2,2,1,
Red10,Red10_42133.29884987_5_9_8_18_4.wav,1,3,prelesion,4,4,12,28,
Red10,Red10_42133.30122427_5_9_8_22_2.wav,1,3,prelesion,4,5,19,29,
Red10,Red10_42133.30366480_5_9_8_26_6.wav,1,3,prelesion,3,5,17,32,
Red10,Red10_42133.30385548_5_9_8_26_25.wav,1,3,prelesion,3,2,9,15,
Red10,Red10_42133.30508499_5_9_8_28_28.wav,1,3,prelesion,3,2,11,16,
Red10,Red10_42157.856118_6_2_0_14_16.wav,1,3,preinjection,6,6,8,14,
Red10,Red10_42157.880387_6_2_0_14_40.wav,1,3,preinjection,9,7,9,16,
Red10,Red10_42157.909056_6_2_0_15_9.wav,1,3,preinjection,10,8,11,26,
Red10,Red10_42157.4289474_6_2_1_11_29_song1.wav,1,3,preinjection,10,2,2,2,
Red10,Red10_42157.4289474_6_2_1_11_29_song2.wav,1,3,preinjection,6,4,5,6,
Red10,Red10_42249.27147200_9_2_7_32_27.wav,1,3,day 90,4,7,8,25,
Red10,Red10_42249.27162123_9_2_7_32_42.wav,1,3,day 90,1,4,6,11,
Red10,Red10_42249.27462182_9_2_7_37_42.wav,1,3,day 90,6,4,4,6,
Red10,Red10_42249.27523235_9_2_7_38_43_song1.wav,1,3,day 90,6,7,8,15,
Red10,Red10_42249.27523235_9_2_7_38_43_song2.wav,1,3,day 90,5,5,5,8,
Red6,Red6_42096.27022001_4_2_7_30_22_song1.wav,0,#sham2,prelesion,3,1,2,3,
Red6,Red6_42096.27022001_4_2_7_30_22_song2.wav,0,#sham2,prelesion,1,1,2,3,
Red6,Red6_42096.27029741_4_2_7_30_29.wav,0,#sham2,prelesion,1,2,5,6,
Red6,Red6_42096.27061886_4_2_7_31_1_song1.wav,0,#sham2,prelesion,1,1,2,3,
Red6,Red6_42096.27061886_4_2_7_31_1_song2.wav,0,#sham2,prelesion,0,2,7,6,
Red6,Red6_42115.26026761_4_21_7_13_46.wav,0,#sham2,preinjection,3,2,5,6,
Red6,Red6_42115.26183633_4_21_7_16_23.wav,0,#sham2,preinjection,2,2,5,6,
Red6,Red6_42115.26214963_4_21_7_16_54.wav,0,#sham2,preinjection,2,2,5,6,
Red6,Red6_42115.26243691_4_21_7_17_23.wav,0,#sham2,preinjection,2,2,5,6,
Red6,Red6_42115.26267473_4_21_7_17_47.wav,0,#sham2,preinjection,2,2,5,6,
Red6,Red6_42208.30532603_7_23_8_28_52.wav,0,#sham2,day 90,3,1,2,3,
Red6,Red6_42208.30543280_7_23_8_29_3.wav,0,#sham2,day 90,2,1,2,3,
Red6,Red6_42208.30760910_7_23_8_32_40.wav,0,#sham2,day 90,3,1,2,3,
Red6,Red6_42208.30769332_7_23_8_32_49.wav,0,#sham2,day 90,2,1,2,3,
Red6,Red6_42208.30774188_7_23_8_32_54.wav,0,#sham2,day 90,2,1,2,3,
G45,G45_42415.27620852_2_15_7_40_20.wav,1,#sham2,prelesion,2,1,11,2,
G45,G45_42415.28300239_2_15_7_51_40.wav,1,#sham2,prelesion,1,1,11,2,
G45,G45_42415.28412700_2_15_7_53_32.wav,1,#sham2,prelesion,2,6,39,7,
G45,G45_42415.29429591_2_15_8_10_29.wav,1,#sham2,prelesion,2,1,21,5,
G45,G45_42415.29767959_2_15_8_16_7.wav,1,#sham2,prelesion,2,1,34,7,
G45,G45_42431.27369300_3_2_7_36_9.wav,1,#sham2,preinjection,2,0,5,13,
G45,G45_42431.27626748_3_2_7_40_26.wav,1,#sham2,preinjection,3,1,15,35,
G45,G45_42431.27710502_3_2_7_41_50.wav,1,#sham2,preinjection,3,0,16,18,
G45,G45_42431.28067541_3_2_7_47_47.wav,1,#sham2,preinjection,1,0,10,11,
G45,G45_42431.28110886_3_2_7_48_30.wav,1,#sham2,preinjection,3,0,15,14,
G45,G45_42522.29879927_6_1_8_17_59.wav,1,#sham2,day 90,3,0,33,0,
G45,G45_42522.30470672_6_1_8_27_50_song1.wav,1,#sham2,day 90,2,0,21,0,
G45,G45_42522.30470672_6_1_8_27_50_song2.wav,1,#sham2,day 90,1,0,31,0,
G45,G45_42522.30487790_6_1_8_28_7.wav,1,#sham2,day 90,3,0,27,0,
G45,G45_42522.30500266_6_1_8_28_20.wav,1,#sham2,day 90,2,4,26,0,
G38,G38_42354.26619785_12_16_7_23_39.wav,0,1,prelesion,6,5,1,5,
G38,G38_42354.27546767_12_16_7_39_6_song1.wav,0,1,prelesion,5,2,0,2,
G38,G38_42354.27546767_12_16_7_39_6_song2.wav,0,1,prelesion,2,6,2,6,
G38,G38_42354.29487847_12_16_8_11_27_song1.wav,0,1,prelesion,5,5,2,5,
G38,G38_42354.29487847_12_16_8_11_27_song2.wav,0,1,prelesion,1,3,2,3,
G38,G38_42381.26841144_1_12_7_27_21_song1.wav,0,1,preinjection,4,7,3,7,
G38,G38_42381.26841144_1_12_7_27_21_song2.wav,0,1,preinjection,2,4,1,4,
G38,G38_42381.26855567_1_12_7_27_35.wav,0,1,preinjection,3,3,1,3,
G38,G38_42381.27866761_1_12_7_44_26.wav,0,1,preinjection,4,5,2,5,
G38,G38_42381.27873506_1_12_7_44_33_song1.wav,0,1,preinjection,3,4,2,4,
G38,G38_42471.27424973_4_11_7_37_4_song1.wav,0,1,day 90,4,1,0,1,
G38,G38_42471.27424973_4_11_7_37_4_song2.wav,0,1,day 90,3,2,1,2,
G38,G38_42471.27533828_4_11_7_38_53_song1.wav,0,1,day 90,4,4,4,4,
G38,G38_42471.27533828_4_11_7_38_53_song2.wav,0,1,day 90,2,3,1,3,
G38,G38_42471.27546333_4_11_7_39_6.wav,0,1,day 90,3,5,4,5,
G47,G47_42476.29189611_4_16_8_6_29.wav,1,1,prelesion,3,15,5,15,
G47,G47_42476.29213576_4_16_8_6_53.wav,1,1,prelesion,2,5,1,5,
G47,G47_42476.29213576_4_16_8_6_53.wav,1,1,prelesion,2,7,2,7,
G47,G47_42476.29325124_4_16_8_8_45.wav,1,1,prelesion,1,5,1,5,
G47,G47_42476.29340260_4_16_8_9_0.wav,1,1,prelesion,3,5,1,5,
G47,G47_42494.29527657_5_4_8_12_7_song1.wav,1,1,preinjection,0,0,0,14,
G47,G47_42494.29527657_5_4_8_12_7_song2.wav,1,1,preinjection,0,1,1,17,
G47,G47_42494.29538984_5_4_8_12_18.wav,1,1,preinjection,0,1,0,24,
G47,G47_42494.29840597_5_4_8_17_20.wav,1,1,preinjection,0,0,1,12,
G47,G47_42494.29852361_5_4_8_17_32_song1.wav,1,1,preinjection,0,0,0,16,
G47,G47_42585.30385995_8_3_8_26_25.wav,1,1,day 90,0,4,1,5,
G47,G47_42585.30399740_8_3_8_26_39.wav,1,1,day 90,3,8,3,4,
G47,G47_42585.30887969_8_3_8_34_47.wav,1,1,day 90,3,12,5,7,
G47,G47_42585.30899490_8_3_8_34_59.wav,1,1,day 90,2,8,3,4,
G47,G47_42585.30904468_8_3_8_35_4.wav,1,1,day 90,2,3,1,3,
G33,G33_42324.27312186_11_16_7_35_12.wav,0,2,prelesion,2,8,2,11,
G33,G33_42324.27419277_11_16_7_36_59.wav,0,2,prelesion,1,7,2,13,
G33,G33_42324.27570801_11_16_7_39_30.wav,0,2,prelesion,1,7,2,13,
G33,G33_42324.27744071_11_16_7_42_24.wav,0,2,prelesion,0,5,1,7,
G33,G33_42324.27798766_11_16_7_43_18.wav,0,2,prelesion,0,9,3,18,
G33,G33_42341.28566538_12_3_7_56_6.wav,0,2,preinjection,1,4,1,7,
G33,G33_42341.30870416_12_3_8_34_30.wav,0,2,preinjection,1,9,2,16,
G33,G33_42341.30886924_12_3_8_34_46.wav,0,2,preinjection,1,2,0,3,
G33,G33_42341.30923232_12_3_8_35_23.wav,0,2,preinjection,1,7,2,12,
G33,G33_42341.30936733_12_3_8_35_36.wav,0,2,preinjection,1,12,4,24,
G33,G33_42433.30522366_3_4_8_28_42.wav,0,2,day 90,2,5,1,17,
G33,G33_42433.30540877_3_4_8_29_0.wav,0,2,day 90,1,6,2,12,
G33,G33_42433.30584500_3_4_8_29_44.wav,0,2,day 90,1,4,1,7,
G33,G33_42433.30736017_3_4_8_32_16.wav,0,2,day 90,1,8,3,15,
G33,G33_42433.30805062_3_4_8_33_25.wav,0,2,day 90,0,5,1,9,
Red11,Red11_42154.26858052_5_30_7_27_38.wav,1,2,prelesion,2,4,2,15,
Red11,Red11_42154.26909975_5_30_7_28_29.wav,1,2,prelesion,2,7,2,25,
Red11,Red11_42154.27726701_5_30_7_42_6.wav,1,2,prelesion,2,5,2,19,
Red11,Red11_42154.27979278_5_30_7_46_19.wav,1,2,prelesion,2,4,2,19,
Red11,Red11_42154.27991855_5_30_7_46_31.wav,1,2,prelesion,1,5,2,19,
Red11,Red11_42173.32635193_6_18_9_3_55.wav,1,2,preinjection,3,0,0,14,
Red11,Red11_42173.32647080_6_18_9_4_7.wav,1,2,preinjection,0,0,0,11,
Red11,Red11_42173.32742474_6_18_9_5_42.wav,1,2,preinjection,0,0,0,8,
Red11,Red11_42264.26107173_9_17_7_15_7.wav,1,2,day 90,3,4,0,8,
Red11,Red11_42264.26210610_9_17_7_16_50.wav,1,2,day 90,0,7,0,14,
Red11,Red11_42264.26233092_9_17_7_17_13.wav,1,2,day 90,2,4,0,6,
Red11,Red11_42264.26427052_9_17_7_20_27.wav,1,2,day 90,2,3,0,4,
Red11,Red11_42264.26473152_9_17_7_21_13.wav,1,2,day 90,2,7,0,12,
O24,O24_42269.40338503_9_22_11_12_18.wav,0,3,prelesion,2,2,6,4,
O24,O24_42269.40348936_9_22_11_12_28_song1.wav,0,3,prelesion,3,3,9,6,
O24,O24_42269.40348936_9_22_11_12_28_song2.wav,0,3,prelesion,2,7,17,13,
O24,O24_42269.40362092_9_22_11_12_42.wav,0,3,prelesion,2,3,6,4,
O24,O24_42269.40368411_9_22_11_12_48_song1.wav,0,3,prelesion,2,5,14,11,
O24,O24_42303.27247592_10_26_7_34_7.wav,0,3,preinjection,4,2,6,5,
O24,O24_42303.27261501_10_26_7_34_21.wav,0,3,preinjection,2,1,3,2,
O24,O24_42303.27274159_10_26_7_34_34_song1.wav,0,3,preinjection,2,1,3,2,
O24,O24_42303.27274159_10_26_7_34_34_song2.wav,0,3,preinjection,1,2,5,4,
O24,O24_42303.27289386_10_26_7_34_49.wav,0,3,preinjection,2,2,8,4,
O24,O24_42363.28921701_12_25_8_2_1.wav,0,3,day 90,2,1,0,3,
O24,O24_42363.28927116_12_25_8_2_7.wav,0,3,day 90,2,2,2,6,
O24,O24_42363.29149348_12_25_8_5_49_song1.wav,0,3,day 90,2,1,1,3,
O24,O24_42363.29149348_12_25_8_5_49_song2.wav,0,3,day 90,2,2,1,6,
O24,O24_42363.29606319_12_25_8_13_26.wav,0,3,day 90,3,1,0,3,
Red12,Red12_42160.45634932_6_5_12_40_34.wav,1,3,prelesion,0,10,8,7,
Red12,Red12_42160.46526588_6_5_12_55_26.wav,1,3,prelesion,0,4,5,1,
Red12,Red12_42160.46530459_6_5_12_55_30.wav,1,3,prelesion,0,6,6,4,
Red12,Red12_42160.46720162_6_5_12_58_40.wav,1,3,prelesion,0,7,5,5,
Red12,Red12_42160.46729549_6_5_12_58_49.wav,1,3,prelesion,0,7,6,4,
Red12,Red12_42183.28451428_6_28_7_54_11_song1.wav,1,3,preinjection,0,3,5,1,
Red12,Red12_42183.28451428_6_28_7_54_11_song2.wav,1,3,preinjection,0,3,4,4,
Red12,Red12_42183.36756856_6_28_10_12_36.wav,1,3,preinjection,0,2,5,3,
Red12,Red12_42183.45329572_6_28_12_35_29.wav,1,3,preinjection,0,3,5,4,
Red12,Red12_42183.45441241_6_28_12_37_21_song1.wav,1,3,preinjection,0,2,7,7,
Red12,Red12_42275.31093428_9_28_8_38_13.wav,1,3,day 90,0,2,2,4,
Red12,Red12_42275.33045367_9_28_9_10_45.wav,1,3,day 90,0,4,7,3,
Red12,Red12_42275.33053067_9_28_9_10_53.wav,1,3,day 90,0,3,10,4,
Red12,Red12_42275.33084245_9_28_9_11_24.wav,1,3,day 90,0,3,7,4,
Red12,Red12_42275.33092666_9_28_9_11_32.wav,1,3,day 90,0,3,11,4,
Red3,3_February_12_2015_26181260.wav,0,0,prelesion,3,0,1,2,
Red3,3_February_12_2015_26195746.wav,0,0,prelesion,2,1,7,5,
Red3,3_February_12_2015_26211473.wav,0,0,prelesion,1,1,3,5,
Red3,3_February_12_2015_26250576.wav,0,0,prelesion,3,2,7,6,
Red3,3_February_12_2015_26257545.wav,0,0,prelesion,1,2,7,16,
Red3,Red3_42155.30311500_5_31_8_25_11_song1.wav,0,0,day 90,2,2,3,4,
Red3,Red3_42155.30311500_5_31_8_25_11_song2.wav,0,0,day 90,1,4,7,8,
Red3,Red3_42155.30454169_5_31_8_27_34.wav,0,0,day 90,2,2,3,4,
Red3,Red3_42155.32239595_5_31_8_57_19_song1.wav,0,0,day 90,2,4,5,6,
Red3,Red3_42155.32239595_5_31_8_57_19_song2.wav,0,0,day 90,1,2,1,2,
G48,G48_42494.25709593_5_4_7_8_29_song2.wav,1,0,prelesion,2,0,1,2,
G48,G48_42494.25709593_5_4_7_8_29_song3.wav,1,0,prelesion,1,0,1,2,
G48,G48_42494.25748163_5_4_7_9_8_song1.wav,1,0,prelesion,2,0,2,5,
G48,G48_42494.25748163_5_4_7_9_8_song2.wav,1,0,prelesion,0,0,2,6,
G48,G48_42494.25748163_5_4_7_9_8_song3.wav,1,0,prelesion,0,0,1,3,
G48,G48_42589.29563276_8_7_8_12_43.wav,1,0,day 90,3,4,0,11,
G48,G48_42589.30956778_8_7_8_35_56.wav,1,0,day 90,1,2,2,4,
G48,G48_42589.30970311_8_7_8_36_10.wav,1,0,day 90,2,4,2,8,
G48,G48_42589.31068671_8_7_8_37_48.wav,1,0,day 90,1,3,2,6,
G48,G48_42589.31090443_8_7_8_38_10.wav,1,0,day 90,1,3,2,6,
G34,G34_42329.30793830_11_21_8_33_13.wav,0,1,prelesion,1,2,7,14,
G34,G34_42328.29984876_11_20_8_19_44.wav,0,1,prelesion,1,3,13,14,
G34,G34_42329.30710610_11_21_8_31_50.wav,0,1,prelesion,5,2,12,11,
G34,G34_42329.30777668_11_21_8_32_57.wav,0,1,prelesion,2,6,18,20,
G34,G34_42329.30793830_11_21_8_33_13.wav,0,1,prelesion,1,2,10,10,
G34,G34_42353.30713299_12_15_8_31_53.wav,0,1,preinjection,4,2,2,5,
G34,G34_42353.30723113_12_15_8_32_3.wav,0,1,preinjection,1,3,10,13,
G34,G34_42353.31916642_12_15_8_51_56.wav,0,1,preinjection,3,0,9,7,
G34,G34_42353.32485768_12_15_9_1_25.wav,0,1,preinjection,2,2,6,7,
G34,G34_42353.32502277_12_15_9_1_42.wav,0,1,preinjection,3,4,10,12,
G34,G34_42446.29366462_3_17_8_9_26.wav,0,1,day 90,5,0,9,8,
G34,G34_42446.29381388_3_17_8_9_41.wav,0,1,day 90,2,0,4,5,
G34,G34_42446.29388446_3_17_8_9_48.wav,0,1,day 90,3,0,14,11,
G34,G34_42446.29419249_3_17_8_10_19.wav,0,1,day 90,2,0,17,14,
G34,G34_42446.29633505_3_17_8_13_53.wav,0,1,day 90,5,0,9,6,
G37,G37_42351.26471366_12_13_7_21_11.wav,1,1,prelesion,1,0,1,15,
G37,G37_42351.27408183_12_13_7_36_48.wav,1,1,prelesion,2,0,1,12,
G37,G37_42351.27440234_12_13_7_37_20.wav,1,1,prelesion,0,0,1,14,
G37,G37_42352.26958460_12_14_7_29_18.wav,1,1,prelesion,1,0,2,13,
G37,G37_42352.26974288_12_14_7_29_34.wav,1,1,prelesion,0,0,3,10,
G37,G37_42383.27016623_1_14_7_30_16.wav,1,1,preinjection,3,0,0,7,
G37,G37_42383.27127713_1_14_7_32_7.wav,1,1,preinjection,3,0,0,8,
G37,G37_42383.27468034_1_14_7_37_48.wav,1,1,preinjection,4,0,1,6,
G37,G37_42383.27492062_1_14_7_38_12.wav,1,1,preinjection,1,0,3,9,
G37,G37_42383.27504974_1_14_7_38_24.wav,1,1,preinjection,1,0,2,9,
G37,G37_42473.25632784_4_13_7_7_12.wav,1,1,day 90,4,0,0,8,
G37,G37_42473.25835968_4_13_7_10_35.wav,1,1,day 90,3,0,4,19,
G37,G37_42473.25890064_4_13_7_11_30.wav,1,1,day 90,4,0,0,5,
G37,G37_42473.25895387_4_13_7_11_35.wav,1,1,day 90,3,0,2,11,
G37,G37_42473.25918234_4_13_7_11_58.wav,1,1,day 90,2,0,3,12,
G30,G30_42312.26786944_11_4_7_26_26_song1.wav,0,2,prelesion,5,4,5,6,
G30,G30_42312.26786944_11_4_7_26_26_song2.wav,0,2,prelesion,1,6,8,7,
G30,G30_42312.26801806_11_4_7_26_41.wav,0,2,prelesion,1,2,5,5,
G30,G30_42312.26813935_11_4_7_26_53.wav,0,2,prelesion,1,4,5,5,
G30,G30_42312.26853196_11_4_7_27_33.wav,0,2,prelesion,3,8,10,9,
G30,Green30_42339.26830695_12_1_7_27_10.wav,0,2,preinjection,5,2,3,3,
G30,Green30_42339.26840448_12_1_7_27_20.wav,0,2,preinjection,4,2,3,3,
G30,Green30_42339.26905280_12_1_7_28_25.wav,0,2,preinjection,3,4,8,6,
G30,Green30_42339.26992463_12_1_7_29_52.wav,0,2,preinjection,4,2,3,3,
G30,Green30_42339.27056179_12_1_7_30_56.wav,0,2,preinjection,4,4,8,4,
G30,Green30_42372.28070447_1_3_7_47_50.wav,0,2,day 30,5,8,15,10,
G30,Green30_42372.28086977_1_3_7_48_6.wav,0,2,day 30,3,4,7,4,
G30,Green30_42372.28351826_1_3_7_52_31.wav,0,2,day 30,1,6,12,9,
G30,Green30_42372.28874353_1_3_8_1_14.wav,0,2,day 30,1,2,5,4,
G30,Green30_42372.29104062_1_3_8_5_4.wav,0,2,day 30,3,4,8,5,
G31,G31_42308.26925666_10_31_7_28_45.wav,1,2,prelesion,3,0,4,5,
G31,G31_42308.27008399_10_31_7_30_8.wav,1,2,prelesion,4,0,6,6,
G31,G31_42308.27023749_10_31_7_30_23_sogn1.wav,1,2,prelesion,2,0,1,3,
G31,G31_42308.27023749_10_31_7_30_23_sogn2.wav,1,2,prelesion,1,0,3,3,
G31,G31_42308.27090217_10_31_7_31_30_song1.wav,1,2,prelesion,4,0,3,3,
G31,G31_42338.28194744_11_30_7_49_54.wav,1,2,preinjection,6,0,0,0,
G31,G31_42338.28221307_11_30_7_50_21.wav,1,2,preinjection,5,0,0,0,
G31,G31_42338.28227809_11_30_7_50_27.wav,1,2,preinjection,6,0,0,0,
G31,G31_42338.28247221_11_30_7_50_47.wav,1,2,preinjection,5,0,0,0,
G31,G31_42338.28283658_11_30_7_51_23.wav,1,2,preinjection,4,0,0,0,
G31,G31_42432.31179195_3_3_8_39_39.wav,1,2,day 90,4,3,2,0,
G31,G31_42432.32598958_3_3_9_3_18_song1.wav,1,2,day 90,7,6,5,0,
G31,G31_42432.32598958_3_3_9_3_18_song2.wav,1,2,day 90,5,6,5,0,
G31,G31_42432.32659669_3_3_9_4_19.wav,1,2,day 90,4,4,4,0,
G31,G31_42432.32671932_3_3_9_4_31_song1.wav,1,2,day 90,4,5,4,0,
G42,G42_42372.29711470_1_3_8_15_11_song1.wav,0,3,prelesion,6,0,2,4,
G42,G42_42372.29711470_1_3_8_15_11_song2.wav,0,3,prelesion,3,0,2,4,
G42,G42_42372.29791693_1_3_8_16_31_song1.wav,0,3,prelesion,5,2,0,4,
G42,G42_42372.29791693_1_3_8_16_31_song2.wav,0,3,prelesion,3,0,2,6,
G42,G42_42372.29805346_1_3_8_16_45.wav,0,3,prelesion,2,0,2,4,
G42,G42_42408.29518263_2_8_8_11_58_song1.wav,0,3,preinjection,6,0,0,4,
G42,G42_42408.29518263_2_8_8_11_58_song2.wav,0,3,preinjection,1,0,0,4,
G42,G42_42408.36398954_2_8_10_6_38.wav,0,3,preinjection,4,0,1,10,
G42,G42_42408.36413287_2_8_10_6_53_song1.wav,0,3,preinjection,3,0,0,8,
G42,G42_42408.36413287_2_8_10_6_53_song2.wav,0,3,preinjection,2,0,0,4,
G42,G42_42499.27902282_5_9_7_45_2_song1.wav,0,3,day 90,4,0,3,14,
G42,G42_42499.27902282_5_9_7_45_2_song2.wav,0,3,day 90,2,0,0,4,
G42,G42_42499.28441164_5_9_7_54_1_song1.wav,0,3,day 90,3,0,1,6,
G42,G42_42499.28441164_5_9_7_54_1_song2.wav,0,3,day 90,2,0,0,4,
G42,G42_42499.28451658_5_9_7_54_11.wav,0,3,day 90,2,0,0,6,
O15,O15_42188.26505543_7_3_7_21_45.wav,1,3,prelesion,2,0,1,4,
O15,O15_42188.26515357_7_3_7_21_55.wav,1,3,prelesion,2,0,3,5,
O15,O15_42188.26598795_7_3_7_23_18_song1.wav,1,3,prelesion,2,2,4,5,
O15,O15_42188.26598795_7_3_7_23_18_song2.wav,1,3,prelesion,2,0,0,2,
O15,O15_42188.26598795_7_3_7_23_18_song3.wav,1,3,prelesion,2,1,0,2,
O15,O15_42213.36114426_7_28_10_1_54.wav,1,3,preinjection,4,2,2,0,
O15,O15_42213.36133160_7_28_10_2_13.wav,1,3,preinjection,3,1,2,0,
O15,O15_42213.36326692_7_28_10_5_26_song1.wav,1,3,preinjection,2,5,0,2,
O15,O15_42213.36326692_7_28_10_5_26_song2.wav,1,3,preinjection,4,1,0,1,
O15,O15_42213.36341554_7_28_10_5_41.wav,1,3,preinjection,5,3,0,0,
O15,O15_42303.27189882_10_26_7_33_9.wav,1,3,day 90,10,0,0,0,
O15,O15_42303.28093795_10_26_7_48_13.wav,1,3,day 90,7,1,3,5,
O15,O15_42303.29607400_10_26_8_13_27.wav,1,3,day 90,4,1,4,5,
O15,O15_42303.29711571_10_26_8_15_11.wav,1,3,day 90,6,1,0,2,
O15,O15_42303.29980752_10_26_8_19_40.wav,1,3,day 90,5,2,3,3,
